AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
40.509998,23.160000,40.509998,19.790001,21.230000,0.570000,52.500000,2013-07-07
25.459999,14.620000,25.459999,18.360001,15.820000,0.510000,51.750000,2013-07-08
24.889999,12.710000,24.889999,17.190001,15.530000,0.530000,47.770000,2013-07-09
32.310001,18.799999,32.310001,20.010000,17.969999,0.530000,62.570000,2013-07-10
44.730000,28.530001,44.730000,16.379999,18.430000,0.560000,80.089996,2013-07-11
49.614285,34.730000,48.180000,17.500000,15.190000,0.600000,87.900002,2013-07-12
64.175003,46.340000,54.119999,10.920000,7.600000,0.520000,94.410004,2013-07-13
77.437500,56.950001,73.180000,14.580000,10.570000,0.590000,82.930000,2013-07-14
48.700001,34.090000,46.360001,17.620001,17.990000,0.620000,68.779999,2013-07-15
31.610001,22.010000,31.610001,18.830000,17.540001,0.570000,64.800003,2013-07-16
36.328571,25.430000,35.720001,18.360001,13.010000,0.660000,80.089996,2013-07-17
27.920000,18.520000,27.920000,16.809999,13.560000,0.530000,67.370003,2013-07-18
30.360001,20.389999,30.360001,15.630000,12.940000,0.610000,74.650002,2013-07-19
42.757145,29.930000,40.340000,16.930000,15.850000,0.660000,88.070000,2013-07-20
27.760000,15.790000,27.760000,17.469999,18.350000,0.580000,49.840000,2013-07-21
31.090000,18.660000,31.090000,19.120001,18.790001,0.550000,71.839996,2013-07-22
32.480000,21.490000,32.480000,16.559999,18.860001,0.570000,77.360001,2013-07-23
33.000000,20.540001,33.000000,20.129999,21.260000,0.560000,69.120003,2013-07-24
20.500000,13.410000,20.500000,11.200000,11.170000,0.460000,51.279999,2013-07-25
19.070000,11.240000,19.070000,9.880000,9.130000,0.380000,52.200001,2013-07-26
18.840000,10.680000,18.840000,8.800000,7.840000,0.350000,58.340000,2013-07-27
20.059999,11.890000,20.059999,12.230000,12.250000,0.420000,61.029999,2013-07-28
25.200001,12.210000,25.200001,15.960000,15.960000,0.460000,55.380001,2013-07-29
38.599998,18.500000,38.599998,18.510000,22.590000,0.580000,56.590000,2013-07-30
44.790001,25.620001,44.790001,22.200001,23.420000,0.590000,71.690002,2013-07-31
37.860001,25.920000,37.860001,19.240000,17.020000,0.530000,85.459999,2013-08-01
30.020000,20.280001,30.020000,13.300000,13.870000,0.480000,64.820000,2013-08-02
19.719999,12.880000,19.719999,11.280000,10.680000,0.400000,46.820000,2013-08-03
24.299999,14.510000,24.299999,14.000000,15.890000,0.430000,50.570000,2013-08-04
38.290001,20.610001,38.290001,18.740000,18.959999,0.520000,62.549999,2013-08-05
40.799999,21.340000,40.799999,20.440001,20.090000,0.580000,63.599998,2013-08-06
48.230000,29.840000,48.230000,22.190001,21.820000,0.610000,99.919998,2013-08-07
31.629999,19.129999,31.629999,16.850000,20.830000,0.490000,70.139999,2013-08-08
38.689999,22.600000,38.689999,20.639999,26.760000,0.560000,66.650002,2013-08-09
43.270000,25.180000,43.270000,18.690001,24.200001,0.610000,72.580002,2013-08-10
39.049999,25.000000,39.049999,14.830000,14.480000,0.490000,91.139999,2013-08-11
38.700001,27.090000,38.160000,16.180000,12.690000,0.480000,100.809998,2013-08-12
41.900002,29.330000,40.959999,13.800000,9.150000,0.460000,96.080002,2013-08-13
37.185715,26.030001,36.709999,14.650000,11.180000,0.430000,72.599998,2013-08-14
21.490000,14.030000,21.490000,11.910000,7.790000,0.370000,47.849998,2013-08-15
22.871429,16.010000,22.660000,12.310000,7.640000,0.350000,56.820000,2013-08-16
24.457144,17.120001,21.980000,10.640000,7.740000,0.320000,56.779999,2013-08-17
28.228571,19.760000,26.049999,11.300000,8.960000,0.390000,66.330002,2013-08-18
54.462502,38.570000,51.369999,18.850000,15.380000,0.630000,80.580002,2013-08-19
63.974998,46.180000,49.700001,15.610000,16.540001,0.810000,59.520000,2013-08-20
60.637497,43.509998,52.689999,15.120000,12.740000,0.870000,81.040001,2013-08-21
45.242859,31.670000,33.799999,17.600000,12.920000,0.680000,59.930000,2013-08-22
22.214287,15.550000,19.309999,9.720000,7.820000,0.540000,49.490002,2013-08-23
32.349998,22.570000,32.349998,16.030001,9.950000,0.650000,46.919998,2013-08-24
38.709999,27.040001,38.709999,18.360001,14.820000,0.670000,67.279999,2013-08-25
82.424995,60.939999,65.779999,15.160000,9.220000,0.780000,88.809998,2013-08-26
56.487499,40.189999,52.430000,17.650000,12.200000,0.690000,89.459999,2013-08-27
52.175003,36.740002,46.230000,15.640000,15.170000,0.750000,83.419998,2013-08-28
65.287498,47.230000,63.959999,20.559999,24.170000,0.890000,78.980003,2013-08-29
61.000000,43.799999,60.910000,32.639999,19.110001,0.790000,114.830002,2013-08-30
88.562500,65.849998,73.900002,28.719999,18.510000,0.860000,103.900002,2013-08-31
69.662498,50.730000,55.169998,17.500000,10.000000,0.590000,100.970001,2013-09-01
89.575005,66.660004,65.709999,19.250000,14.460000,0.820000,94.720001,2013-09-02
47.114285,32.980000,31.889999,7.350000,7.480000,0.560000,88.610001,2013-09-03
66.149994,47.919998,45.189999,11.910000,13.120000,0.660000,64.519997,2013-09-04
35.242859,24.670000,22.250000,10.240000,16.709999,0.750000,74.010002,2013-09-05
47.928570,33.549999,35.650002,14.720000,15.970000,0.760000,68.239998,2013-09-06
57.474998,40.980000,48.119999,11.650000,14.190000,0.790000,55.750000,2013-09-07
63.575001,45.860001,50.080002,16.059999,15.220000,0.850000,64.440002,2013-09-08
80.937500,59.750000,65.570000,17.340000,19.150000,0.960000,75.019997,2013-09-09
87.937500,65.349998,73.339996,19.730000,17.139999,0.920000,61.610001,2013-09-10
65.437500,47.349998,47.919998,17.690001,13.280000,0.920000,50.200001,2013-09-11
85.625000,63.500000,80.019997,27.830000,14.400000,0.930000,52.619999,2013-09-12
97.475006,72.980003,87.889999,27.670000,16.370001,1.200000,84.610001,2013-09-13
85.824997,63.660000,72.470001,15.690000,14.980000,0.910000,83.650002,2013-09-14
89.237503,66.389999,72.629997,27.820000,16.549999,0.910000,70.050003,2013-09-15
77.312500,56.849998,68.790001,23.879999,16.790001,0.870000,89.180000,2013-09-16
68.412498,49.730000,57.400002,19.170000,12.750000,0.650000,95.330002,2013-09-17
45.128571,31.590000,40.349998,18.370001,10.860000,0.440000,107.349998,2013-09-18
42.085712,29.459999,33.430000,13.330000,7.650000,0.380000,103.750000,2013-09-19
62.950001,45.360001,50.430000,16.450001,10.100000,0.540000,98.430000,2013-09-20
