PM2_5,PM10,SO2,NO2,CO,O3,Time
118.059998,217.869995,264.309998,69.480003,5.270000,7.970000,2013-12-03
159.669998,298.700012,330.299988,74.220001,7.250000,3.420000,2013-12-04
122.639999,226.850006,245.509995,61.549999,5.610000,10.340000,2013-12-05
150.250000,268.829987,351.649994,71.629997,6.740000,4.710000,2013-12-06
160.429993,314.380005,355.380005,80.669998,7.390000,4.040000,2013-12-07
135.720001,265.170013,253.389999,64.430000,6.380000,13.350000,2013-12-08
46.189999,107.699997,150.539993,37.450001,3.680000,17.379999,2013-12-09
67.410004,156.440002,251.779999,46.799999,2.550000,14.990000,2013-12-10
38.549999,120.379997,106.809998,42.580002,2.020000,14.650000,2013-12-11
77.099998,144.949997,187.789993,41.799999,2.040000,14.810000,2013-12-12
77.540001,154.529999,167.220001,45.160000,2.660000,8.210000,2013-12-13
112.370003,185.649994,219.059998,51.430000,3.230000,7.950000,2013-12-14
77.889999,160.309998,227.479996,52.939999,3.460000,5.350000,2013-12-15
105.550003,186.610001,258.309998,55.080002,3.700000,5.380000,2013-12-16
99.639999,135.389999,63.040001,48.209999,2.070000,13.840000,2013-12-17
47.340000,85.220001,95.580002,41.939999,2.040000,14.600000,2013-12-18
79.320000,136.720001,160.429993,44.860001,2.510000,11.910000,2013-12-19
79.529999,118.449997,153.729996,40.770000,2.410000,13.700000,2013-12-20
116.190002,184.899994,260.760010,46.500000,3.950000,7.260000,2013-12-21
155.130005,226.809998,282.049988,51.119999,4.880000,4.740000,2013-12-22
115.779999,192.369995,212.460007,46.369999,3.650000,5.900000,2013-12-23
122.540001,248.110001,319.820007,57.490002,5.460000,2.570000,2013-12-24
152.949997,306.850006,354.579987,67.519997,5.130000,12.230000,2013-12-25
16.059999,50.610001,43.619999,29.080000,1.420000,24.700001,2013-12-26
55.689999,122.550003,203.820007,46.680000,2.760000,7.840000,2013-12-27
37.270000,83.779999,122.220001,44.500000,2.740000,13.040000,2013-12-28
57.580002,134.460007,226.570007,45.990002,3.080000,9.320000,2013-12-29
60.029999,146.259995,120.760002,44.119999,2.810000,12.610000,2013-12-30
50.810001,151.429993,67.279999,33.650002,2.530000,22.620001,2013-12-31
88.870003,183.380005,149.809998,45.439999,3.100000,11.350000,2014-01-01
94.510002,177.770004,205.119995,57.810001,4.150000,4.840000,2014-01-02
67.980003,128.410004,117.220001,41.119999,3.010000,13.800000,2014-01-03
98.250000,190.179993,190.399994,50.360001,4.250000,7.470000,2014-01-04
64.900002,128.410004,115.209999,45.220001,3.110000,10.150000,2014-01-05
92.660004,182.410004,117.209999,54.560001,3.590000,3.900000,2014-01-06
81.809998,161.839996,93.629997,46.860001,3.020000,9.010000,2014-01-07
43.570000,95.930000,60.990002,33.619999,2.690000,19.250000,2014-01-08
